timestamp,log_type,message,stacktrace
3.02,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.04,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.06,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.08,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.1,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.12,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.14,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.16,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.18,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.2,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.22,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.24,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.26,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.28,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.3,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.32,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.34,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.36,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.38,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
3.4,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.,SimpleController.FixedUpdate () (at <f3aa2b8a4d6542feaec3a5d5088707fc>:0).  
