experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,ball1_movement_location_0,knuckle_(0)_movement_location_0,knuckle_(1)_movement_location_0
my_experiment,only-db1c2da3-810e-40ba-b213-705954bba2d4,1,1,1,1,3.305162,9.178185,my_experiment/only-db1c2da3-810e-40ba-b213-705954bba2d4/S001/trackers/ball1_movement_T001.csv,my_experiment/only-db1c2da3-810e-40ba-b213-705954bba2d4/S001/trackers/knuckle_(0)_movement_T001.csv,my_experiment/only-db1c2da3-810e-40ba-b213-705954bba2d4/S001/trackers/knuckle_(1)_movement_T001.csv
