pos_x
4.3265
4.242
4.3052
4.3265
4.3059
4.2433
4.1377
3.9876
3.7912
3.5468
3.2532
2.9099
2.5181
2.0805
1.6023
1.091
0.5561
0.0088
-0.5386
-1.074
-1.5863
-2.0656
-2.5046
-2.898
-3.2429
-3.5381
-3.7841
-3.982
-4.1336
-4.2406
-4.3046
-4.3264
-4.3066
-4.2447
-4.1398
-3.9903
-3.7947
-3.5512
-3.2583
-2.9158
-2.5247
-2.0879
-1.6103
-1.0995
-0.5649
-0.0177
0.5298
1.0656
1.5783
2.0582
2.4979
2.892
3.2377
3.5338
3.7805
3.9792
4.1315
4.2392
4.3039
4.3264
4.3072
4.246
4.1418
3.9931
3.7982
3.5555
3.2634
2.9218
2.5314
2.0953
1.6183
1.1079
0.5736
0.0265
-0.5211
-1.0571
-1.5702
-2.0508
-2.4911
-2.8861
-3.2325
-3.5294
-3.7769
-3.9763
-4.1294
-4.2378
-4.3032
-4.3264
-4.3079
-4.2473
-4.1438
-3.9959
-3.8018
-3.5597
-3.2685
-2.9276
-2.5381
-2.1026
-1.6263
-1.1164
-0.5823
-0.0354
0.5123
1.0486
1.5622
2.0433
2.4844
2.8801
3.2273
3.525
3.7733
3.9735
4.1273
4.2364
4.3024
4.3263
4.3085
4.2487
4.1458
3.9986
3.8053
3.564
3.2736
2.9335
2.5447
2.11
1.6342
1.1248
0.5911
0.0442
-0.5036
-1.0402
-1.5542
-2.0359
-2.4776
-2.8741
-3.2221
-3.5206
-3.7697
-3.9706
-4.1252
-4.235
-4.3017
-4.3263
-4.3091
-4.25
-4.1478
-4.0014
-3.8087
-3.5683
-3.2786
-2.9394
-2.5514
-2.1173
-1.6422
-1.1332
-0.5998
-0.0531
0.4948
1.0317
1.5462
2.0284
2.4709
2.8681
3.2169
3.5162
3.766
3.9678
4.123
4.2336
4.301
4.3262
4.3097
4.2512
4.1498
4.0041
3.8122
3.5726
3.2837
2.9452
2.558
2.1247
1.6501
1.1416
0.6085
0.062
-0.486
-1.0232
-1.5381
-2.021
-2.4641
-2.8621
-3.2117
-3.5117
-3.7624
-3.9649
-4.1209
-4.2322
-4.3002
-4.3262
-4.3103
-4.2525
-4.1518
-4.0068
-3.8157
-3.5768
-3.2888
-2.9511
-2.5646
-2.132
-1.6581
-1.1501
-0.6173
-0.0708
0.4773
1.0147
1.5301
2.0135
2.4573
2.856
3.2065
3.5073
3.7588
3.962
4.1187
4.2307
4.2995
4.3261
4.3109
4.2538
4.1538
4.0095
3.8191
3.581
3.2938
2.9569
2.5712
2.1393
1.666
1.1585
0.626
0.0797
-0.4685
-1.0062
-1.522
-2.006
-2.4505
-2.85
-3.2012
-3.5028
-3.7551
-3.9591
-4.1166
-4.2293
-4.2987
-4.326
-4.3115
-4.255
-4.1557
-4.0122
-3.8226
-3.5853
-3.2988
-2.9627
-2.5777
-2.1466
-1.6739
-1.1669
-0.6347
-0.0885
0.4597
0.9977
1.5139
1.9985
2.4437
2.8439
3.1959
3.4984
3.7514
3.9562
4.1144
4.2278
4.2979
4.3259
4.3121
4.2563
4.1577
4.0148
3.826
3.5895
3.3038
2.9685
2.5843
2.1538
1.6818
1.1753
0.6434
0.0974
-0.4509
-0.9891
-1.5058
-1.991
-2.4369
-2.8378
-3.1907
-3.4939
-3.7477
-3.9533
-4.1122
-4.2263
-4.2971
-4.3257
-4.3126
-4.2575
-4.1596
-4.0175
-3.8294
-3.5937
-3.3088
-2.9743
-2.5909
-2.1611
-1.6897
-1.1837
-0.6522
-0.1062
0.4421
0.9806
1.4977
1.9835
2.4301
2.8318
3.1854
3.4894
3.744
3.9503
4.11
4.2248
4.2963
4.3256
4.3132
4.2588
4.1615
4.0201
3.8328
3.5979
3.3138
2.9801
2.5974
2.1684
1.6976
1.192
0.6609
0.1151
-0.4333
-0.9721
-1.4896
-1.976
-2.4232
-2.8257
-3.1801
-3.4849
-3.7403
-3.9474
-4.1078
-4.2233
-4.2955
-4.3255
-4.3137
-4.26
-4.1635
-4.0228
-3.8362
-3.602
-3.3188
-2.9859
-2.604
-2.1756
-1.7055
-1.2004
-0.6696
-0.1239
0.4245
0.9635
1.4815
1.9684
2.4163
2.8196
3.1748
3.4804
3.7366
3.9444
4.1056
4.2218
4.2947
4.3253
4.3142
4.2612
4.1654
4.0254
3.8396
3.6062
3.3237
2.9916
2.6105
2.1829
1.7133
1.2087
0.6783
0.1328
-0.4157
-0.955
-1.4734
-1.9609
-2.4095
-2.8135
-3.1694
-3.4758
-3.7328
-3.9414
-4.1033
-4.2203
-4.2938
-4.3252
-4.3147
-4.2623
-4.1672
-4.028
-3.843
-3.6103
-3.3287
-2.9974
-2.617
-2.1901
-1.7212
-1.2171
-0.687
-0.1416
0.4069
0.9464
1.4652
1.9533
2.4026
2.8073
3.1641
3.4713
3.7291
3.9385
4.1011
4.2187
4.293
4.325
4.3152
4.2635
4.1691
4.0306
3.8463
3.6145
3.3336
3.0031
2.6235
2.1974
1.7291
1.2254
0.6956
0.1504
-0.3981
-0.9379
-1.4571
-1.9457
-2.3957
-2.8012
-3.1587
-3.4668
-3.7253
-3.9355
-4.0988
-4.2172
-4.2921
-4.3248
-4.3157
-4.2647
-4.171
-4.0332
-3.8497
-3.6186
-3.3385
-3.0088
-2.63
-2.2046
-1.7369
-1.2338
-0.7043
-0.1593
0.3893
0.9293
1.4489
1.9381
2.3888
2.795
3.1534
3.4622
3.7216
3.9324
4.0966
4.2156
4.2913
4.3246
4.3162
4.2659
4.1728
4.0358
3.853
3.6227
3.3434
3.0145
2.6365
2.2118
1.7447
1.2421
0.713
0.1681
-0.3805
-0.9207
-1.4408
-1.9305
-2.3819
-2.7889
-3.148
-3.4576
-3.7178
-3.9294
-4.0943
-4.2141
-4.2904
-4.3244
-4.3166
-4.267
-4.1747
-4.0383
-3.8563
-3.6268
-3.3483
-3.0202
-2.643
-2.2189
-1.7526
-1.2505
-0.7217
-0.177
0.3718
0.9122
1.4327
1.9229
2.375
2.7827
3.1425
3.453
3.7139
3.9264
4.092
4.2125
4.2895
4.3242
4.3171
4.2681
4.1765
4.0409
3.8596
3.6309
3.3532
3.0259
2.6494
2.2262
1.7605
1.2588
0.7304
0.1857
-0.3629
-0.9036
-1.4244
-1.9154
-2.368
-2.7765
-3.1372
-3.4484
-3.7102
-3.9233
-4.0897
-4.2109
-4.2886
-4.324
-4.3175
-4.2693
-4.1783
-4.0434
-3.8629
-3.6349
-3.3581
-3.0315
-2.6559
-2.2333
-1.7682
-1.2672
-0.739
-0.1947
0.3542
0.895
1.4163
1.9077
2.3611
2.7703
3.1317
3.4438
3.7063
3.9203
4.0874
4.2093
4.2877
4.3237
4.318
4.2704
4.1801
4.046
3.8662
3.639
3.3629
3.0372
2.6623
2.2405
1.7759
1.2754
0.7477
0.2034
-0.3453
-0.8865
-1.4081
-1.9001
-2.3541
-2.7641
-3.1263
-3.4391
-3.7025
-3.9172
-4.085
-4.2077
-4.2868
-4.3235
-4.3184
-4.2715
-4.182
-4.0485
-3.8695
-3.643
-3.3678
-3.0428
-2.6688
-2.2476
-1.7838
-1.2837
-0.7563
-0.2123
0.3366
0.8778
1.4
1.8924
2.3471
2.7578
3.1209
3.4345
3.6986
3.9142
4.0827
4.206
4.2858
4.3232
4.3188
4.2726
4.1837
4.051
3.8727
3.6471
3.3726
3.0485
2.6751
2.2548
1.7915
1.292
0.7651
0.2211
-0.3277
-0.8693
-1.3917
-1.8848
-2.3401
-2.7516
-3.1154
-3.4299
-3.6948
-3.911
-4.0803
-4.2044
-4.2849
-4.3229
-4.3192
-4.2736
-4.1855
-4.0535
-3.876
-3.6511
-3.3774
-3.054
-2.6816
-2.2619
-1.7993
-1.3003
-0.7737
-0.23
0.3189
0.8606
1.3835
1.8771
2.3331
2.7453
3.11
3.4252
3.6909
3.9079
4.078
4.2028
4.2839
4.3227
4.3196
4.2747
4.1873
4.0559
3.8792
3.6551
3.3822
3.0597
2.6879
2.269
1.807
1.3086
0.7822
0.2388
-0.31
-0.8521
-1.3752
-1.8695
-2.3261
-2.7391
-3.1045
-3.4206
-3.687
-3.9048
-4.0756
-4.2011
-4.2829
-4.3224
-4.32
-4.2758
-4.189
-4.0584
-3.8824
-3.6591
-3.387
-3.0652
-2.6943
-2.2761
-1.8149
-1.3168
-0.791
-0.2475
0.3013
0.8434
1.3671
1.8617
2.3191
2.7327
3.099
3.4158
3.6831
3.9017
4.0732
4.1994
4.282
4.3221
4.3204
4.2768
4.1908
4.0609
3.8856
3.6631
3.3917
3.0709
2.7006
2.2832
1.8225
1.3252
0.7995
0.2564
-0.2925
-0.8348
-1.3588
-1.8541
-2.312
-2.7265
-3.0934
-3.4111
-3.6792
-3.8986
-4.0708
-4.1977
-4.281
-4.3217
-4.3207
-4.2779
-4.1925
-4.0633
-3.8888
-3.667
-3.3965
-3.0764
-2.707
-2.2903
-1.8303
-1.3334
-0.8082
-0.2652
0.2836
0.8261
1.3506
1.8463
2.305
2.7201
3.088
3.4064
3.6753
3.8954
4.0684
4.1961
4.28
4.3214
4.3211
4.2789
4.1942
4.0658
3.892
3.6709
3.4013
3.082
2.7133
2.2974
1.838
1.3417
0.8168
0.2741
-0.2749
-0.8176
-1.3423
-1.8387
-2.2979
-2.7139
-3.0824
-3.4017
-3.6713
-3.8923
-4.066
-4.1943
-4.279
-4.3211
-4.3214
-4.2799
-4.1959
-4.0682
-3.8951
-3.6749
-3.406
-3.0875
-2.7197
-2.3044
-1.8458
-1.3499
-0.8255
-0.2829
0.266
0.809
1.3341
1.8309
2.2909
2.7075
3.0769
3.3969
3.6674
3.889
4.0636
4.1926
4.2779
4.3207
4.3217
4.2809
4.1976
4.0706
3.8983
3.6788
3.4107
3.093
2.7259
2.3115
1.8534
1.3582
0.8341
0.2918
-0.2572
-0.8003
-1.3259
-1.8232
-2.2837
-2.7012
-3.0713
-3.3922
-3.6634
-3.8859
-4.0611
-4.1909
-4.2769
-4.3204
-4.322
-4.2819
-4.1993
-4.073
-3.9014
-3.6828
-3.4154
-3.0985
-2.7323
-2.3185
-1.8612
-1.3664
-0.8427
-0.3005
0.2483
0.7917
1.3176
1.8154
2.2767
2.6948
3.0657
3.3874
3.6594
3.8826
4.0587
4.1892
4.2759
4.32
4.3223
4.2829
4.201
4.0754
