experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,ball1_movement_location_0,knuckle_(0)_movement_location_0,knuckle_(1)_movement_location_0
my_experiment,hefty-20dc0021-f66f-4ccc-923e-f95d0a3b86f6,1,1,1,1,3.633381,40.3333,my_experiment/hefty-20dc0021-f66f-4ccc-923e-f95d0a3b86f6/S001/trackers/ball1_movement_T001.csv,my_experiment/hefty-20dc0021-f66f-4ccc-923e-f95d0a3b86f6/S001/trackers/knuckle_(0)_movement_T001.csv,my_experiment/hefty-20dc0021-f66f-4ccc-923e-f95d0a3b86f6/S001/trackers/knuckle_(1)_movement_T001.csv
