experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,ball1_movement_location_0,knuckle_(0)_movement_location_0,knuckle_(1)_movement_location_0
my_experiment,slick-e915f6c6-be59-4d9d-a078-a8ae2cd61bbb,1,1,1,1,3.431118,28.51465,my_experiment/slick-e915f6c6-be59-4d9d-a078-a8ae2cd61bbb/S001/trackers/ball1_movement_T001.csv,my_experiment/slick-e915f6c6-be59-4d9d-a078-a8ae2cd61bbb/S001/trackers/knuckle_(0)_movement_T001.csv,my_experiment/slick-e915f6c6-be59-4d9d-a078-a8ae2cd61bbb/S001/trackers/knuckle_(1)_movement_T001.csv
