experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,ball1_movement_location_0,knuckle_(0)_movement_location_0,knuckle_(1)_movement_location_0
my_experiment,affix-3b91fa73-f5d2-41ec-95d2-8df4fb469c9f,1,1,1,1,3.345896,58.3454,my_experiment/affix-3b91fa73-f5d2-41ec-95d2-8df4fb469c9f/S001/trackers/ball1_movement_T001.csv,my_experiment/affix-3b91fa73-f5d2-41ec-95d2-8df4fb469c9f/S001/trackers/knuckle_(0)_movement_T001.csv,my_experiment/affix-3b91fa73-f5d2-41ec-95d2-8df4fb469c9f/S001/trackers/knuckle_(1)_movement_T001.csv
