directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,ball1_movement_filename,knuckle_(0)_movement_filename,knuckle_(1)_movement_filename
pendulums/SAMPLE/S001,pendulums,SAMPLE,1,1,1,1,4.326992,59.32001,ball1_movement_T001.csv,knuckle_(0)_movement_T001.csv,knuckle_(1)_movement_T001.csv
